CVEGEO,NOM_ENT,NOMGEO,NOMGEO2,NOM_ENT2
20343,Oaxaca,San Sebastián Abasolo,san sebastian abasolo,oaxaca
20303,Oaxaca,San Pedro Cajonos,san pedro cajonos,oaxaca
20345,Oaxaca,San Sebastián Ixcapa,san sebastian ixcapa,oaxaca
20506,Oaxaca,Santo Domingo Albarradas,santo domingo albarradas,oaxaca
20518,Oaxaca,Santo Domingo Tlatayápam,santo domingo tlatayapam,oaxaca
20367,Oaxaca,Santa Catarina Mechoacán,santa catarina mechoacan,oaxaca
20394,Oaxaca,Santa María Alotepec,santa maria alotepec,oaxaca
20467,Oaxaca,Santiago Jamiltepec,santiago jamiltepec,oaxaca
20323,Oaxaca,San Pedro Ocotepec,san pedro ocotepec,oaxaca
20314,Oaxaca,San Pedro Juchatengo,san pedro juchatengo,oaxaca
20334,Oaxaca,Villa de Tututepec,villa de tututepec,oaxaca
20419,Oaxaca,Santa María Jaltianguis,santa maria jaltianguis,oaxaca
20350,Oaxaca,San Sebastián Tutla,san sebastian tutla,oaxaca
20398,Oaxaca,Ayoquezco de Aldama,ayoquezco de aldama,oaxaca
20416,Oaxaca,Santa María Ixcatlán,santa maria ixcatlan,oaxaca
20267,Oaxaca,San Miguel del Río,san miguel del rio,oaxaca
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,heroica ciudad de tlaxiaco,oaxaca
20485,Oaxaca,Santiago Tapextla,santiago tapextla,oaxaca
20264,Oaxaca,San Miguel Chicahua,san miguel chicahua,oaxaca
20527,Oaxaca,Santos Reyes Pápalo,santos reyes papalo,oaxaca
20392,Oaxaca,Santa Lucía Monteverde,santa lucia monteverde,oaxaca
20357,Oaxaca,Santa Ana Tavela,santa ana tavela,oaxaca
20384,Oaxaca,Santa Cruz Xitla,santa cruz xitla,oaxaca
20335,Oaxaca,San Pedro Yaneri,san pedro yaneri,oaxaca
20430,Oaxaca,Santa María Tataltepec,santa maria tataltepec,oaxaca
20446,Oaxaca,Santa María Yucuhiti,santa maria yucuhiti,oaxaca
20476,Oaxaca,Santiago Miltepec,santiago miltepec,oaxaca
20225,Oaxaca,San Lorenzo,san lorenzo,oaxaca
20448,Oaxaca,Santa María Zaniza,santa maria zaniza,oaxaca
20494,Oaxaca,Santiago Tlazoyaltepec,santiago tlazoyaltepec,oaxaca
20235,Oaxaca,San Luis Amatlán,san luis amatlan,oaxaca
20376,Oaxaca,Santa Cruz de Bravo,santa cruz de bravo,oaxaca
20215,Oaxaca,San Juan Sayultepec,san juan sayultepec,oaxaca
20331,Oaxaca,San Pedro Tidaá,san pedro tidaa,oaxaca
20422,Oaxaca,Santa María Nativitas,santa maria nativitas,oaxaca
20517,Oaxaca,Santo Domingo Tepuxtepec,santo domingo tepuxtepec,oaxaca
20525,Oaxaca,Santo Domingo Zanatepec,santo domingo zanatepec,oaxaca
20269,Oaxaca,San Miguel el Grande,san miguel el grande,oaxaca
20496,Oaxaca,Santiago Xiacuí,santiago xiacui,oaxaca
20342,Oaxaca,San Raymundo Jalpan,san raymundo jalpan,oaxaca
20370,Oaxaca,Santa Catarina Tayata,santa catarina tayata,oaxaca
20439,Oaxaca,Santa María Tonameca,santa maria tonameca,oaxaca
20263,Oaxaca,San Miguel Coatlán,san miguel coatlan,oaxaca
20378,Oaxaca,Santa Cruz Mixtepec,santa cruz mixtepec,oaxaca
20358,Oaxaca,Santa Ana Tlapacoyan,santa ana tlapacoyan,oaxaca
20288,Oaxaca,San Miguel Yotao,san miguel yotao,oaxaca
20524,Oaxaca,Santo Domingo Yodohino,santo domingo yodohino,oaxaca
20339,Oaxaca,San Pedro y San Pablo Teposcolula,san pedro y san pablo teposcolula,oaxaca
20404,Oaxaca,Santa María Chachoápam,santa maria chachoapam,oaxaca
20499,Oaxaca,Santiago Yolomécatl,santiago yolomecatl,oaxaca
20483,Oaxaca,Santiago Suchilquitongo,santiago suchilquitongo,oaxaca
20501,Oaxaca,Santiago Yucuyachi,santiago yucuyachi,oaxaca
20492,Oaxaca,Santiago Tilantongo,santiago tilantongo,oaxaca
20368,Oaxaca,Santa Catarina Minas,santa catarina minas,oaxaca
20523,Oaxaca,Santo Domingo Yanhuitlán,santo domingo yanhuitlan,oaxaca
20320,Oaxaca,San Pedro Molinos,san pedro molinos,oaxaca
20418,Oaxaca,Santa María Jalapa del Marqués,santa maria jalapa del marques,oaxaca
20371,Oaxaca,Santa Catarina Ticuá,santa catarina ticua,oaxaca
20400,Oaxaca,Santa María Camotlán,santa maria camotlan,oaxaca
20510,Oaxaca,Santo Domingo Ixcatlán,santo domingo ixcatlan,oaxaca
20290,Oaxaca,San Nicolás Hidalgo,san nicolas hidalgo,oaxaca
20354,Oaxaca,Santa Ana Ateixtlahuaca,santa ana ateixtlahuaca,oaxaca
20495,Oaxaca,Santiago Xanica,santiago xanica,oaxaca
20403,Oaxaca,Santa María Coyotepec,santa maria coyotepec,oaxaca
20519,Oaxaca,Santo Domingo Tomaltepec,santo domingo tomaltepec,oaxaca
20245,Oaxaca,San Martín Zacatepec,san martin zacatepec,oaxaca
20475,Oaxaca,Santiago Matatlán,santiago matatlan,oaxaca
20220,Oaxaca,San Juan Tepeuxila,san juan tepeuxila,oaxaca
20366,Oaxaca,Santa Catarina Loxicha,santa catarina loxicha,oaxaca
20289,Oaxaca,San Nicolás,san nicolas,oaxaca
20395,Oaxaca,Santa María Apazco,santa maria apazco,oaxaca
20216,Oaxaca,San Juan Tabaá,san juan tabaa,oaxaca
20356,Oaxaca,Santa Ana del Valle,santa ana del valle,oaxaca
20254,Oaxaca,San Mateo Río Hondo,san mateo rio hondo,oaxaca
20277,Oaxaca,Villa Sola de Vega,villa sola de vega,oaxaca
20503,Oaxaca,Santiago Zoochila,santiago zoochila,oaxaca
20299,Oaxaca,San Pablo Yaganiza,san pablo yaganiza,oaxaca
20330,Oaxaca,San Pedro Teutila,san pedro teutila,oaxaca
20447,Oaxaca,Santa María Zacatepec,santa maria zacatepec,oaxaca
20470,Oaxaca,Santiago Lachiguiri,santiago lachiguiri,oaxaca
20462,Oaxaca,Santiago Huajolotitlán,santiago huajolotitlan,oaxaca
20487,Oaxaca,Santiago Tenango,santiago tenango,oaxaca
20504,Oaxaca,Nuevo Zoquiápam,nuevo zoquiapam,oaxaca
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,san pedro y san pablo tequixtepec,oaxaca
20379,Oaxaca,Santa Cruz Nundaco,santa cruz nundaco,oaxaca
20242,Oaxaca,San Martín Peras,san martin peras,oaxaca
20265,Oaxaca,San Miguel Chimalapa,san miguel chimalapa,oaxaca
20457,Oaxaca,Santiago Camotlán,santiago camotlan,oaxaca
20450,Oaxaca,Santiago Amoltepec,santiago amoltepec,oaxaca
20306,Oaxaca,San Pedro el Alto,san pedro el alto,oaxaca
20317,Oaxaca,San Pedro Mártir Yucuxaco,san pedro martir yucuxaco,oaxaca
20507,Oaxaca,Santo Domingo Armenta,santo domingo armenta,oaxaca
20513,Oaxaca,Santo Domingo Petapa,santo domingo petapa,oaxaca
20313,Oaxaca,San Pedro Jocotipac,san pedro jocotipac,oaxaca
20391,Oaxaca,Santa Lucía Miahuatlán,santa lucia miahuatlan,oaxaca
20514,Oaxaca,Santo Domingo Roayaga,santo domingo roayaga,oaxaca
20266,Oaxaca,San Miguel del Puerto,san miguel del puerto,oaxaca
20310,Oaxaca,San Pedro Ixtlahuaca,san pedro ixtlahuaca,oaxaca
20229,Oaxaca,San Lorenzo Texmelúcan,san lorenzo texmelucan,oaxaca
20315,Oaxaca,San Pedro Mártir,san pedro martir,oaxaca
20454,Oaxaca,Santiago Atitlán,santiago atitlan,oaxaca
20260,Oaxaca,San Miguel Aloápam,san miguel aloapam,oaxaca
20486,Oaxaca,Villa Tejúpam de la Unión,villa tejupam de la union,oaxaca
20451,Oaxaca,Santiago Apoala,santiago apoala,oaxaca
20287,Oaxaca,San Miguel Tulancingo,san miguel tulancingo,oaxaca
20355,Oaxaca,Santa Ana Cuauhtémoc,santa ana cuauhtemoc,oaxaca
20221,Oaxaca,San Juan Teposcolula,san juan teposcolula,oaxaca
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,san pedro coxcaltepec cantaros,oaxaca
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,san sebastian tecomaxtlahuaca,oaxaca
20488,Oaxaca,Santiago Tepetlapa,santiago tepetlapa,oaxaca
20218,Oaxaca,San Juan Teita,san juan teita,oaxaca
20286,Oaxaca,San Miguel Tlacotepec,san miguel tlacotepec,oaxaca
20353,Oaxaca,Santa Ana,santa ana,oaxaca
20465,Oaxaca,Santiago Ixcuintepec,santiago ixcuintepec,oaxaca
20381,Oaxaca,Santa Cruz Tacache de Mina,santa cruz tacache de mina,oaxaca
20259,Oaxaca,San Miguel Ahuehuetitlán,san miguel ahuehuetitlan,oaxaca
20281,Oaxaca,San Miguel Tecomatlán,san miguel tecomatlan,oaxaca
20409,Oaxaca,Santa María del Tule,santa maria del tule,oaxaca
20443,Oaxaca,Santa María Yavesía,santa maria yavesia,oaxaca
20223,Oaxaca,San Juan Yatzona,san juan yatzona,oaxaca
20429,Oaxaca,Santa María Sola,santa maria sola,oaxaca
20511,Oaxaca,Santo Domingo Nuxaá,santo domingo nuxaa,oaxaca
20227,Oaxaca,San Lorenzo Cacaotepec,san lorenzo cacaotepec,oaxaca
20329,Oaxaca,San Pedro Teozacoalco,san pedro teozacoalco,oaxaca
20393,Oaxaca,Santa Lucía Ocotlán,santa lucia ocotlan,oaxaca
